评价ID,品牌,分类,用户评分,评价内容长度,是否有图,购买渠道,评价日期,是否追评,有用数
RV-102629,戴尔,智能家居,4,79,是,京东,2025-09-12,否,2
RV-102630,苹果,投影仪,4,168,是,拼多多,2026-06-13,否,2
RV-102631,苹果,电视,5,10,否,京东,2026-05-04,否,0
RV-102632,戴尔,电视,5,10,否,拼多多,2026-04-03,否,0
RV-102633,戴尔,平板电脑,4,58,否,天猫,2025-10-01,否,0
RV-102634,三星,投影仪,3,61,否,苏宁,2025-07-10,否,0
RV-102635,华硕,平板电脑,5,85,是,抖音,2026-02-28,是,1
RV-102636,苹果,智能手机,4,50,否,天猫,2026-01-22,否,0
RV-102637,OPPO,耳机,1,146,否,京东,2026-07-03,是,4
RV-102638,华为,笔记本电脑,5,13,是,官网,2025-08-27,否,1
RV-102639,格力,笔记本电脑,1,60,是,拼多多,2026-06-21,否,1
RV-102640,格力,笔记本电脑,5,72,是,抖音,2025-08-17,否,1
RV-102641,华硕,平板电脑,5,10,是,苏宁,2025-07-30,否,2
RV-102642,索尼,平板电脑,3,107,否,官网,2025-07-10,否,4
RV-102643,苹果,智能手机,4,87,是,苏宁,2025-09-20,否,0
RV-102644,戴尔,电视,4,72,否,天猫,2025-12-15,否,0
RV-102645,美的,智能手机,4,188,否,京东,2026-07-06,否,1
RV-102646,华硕,投影仪,5,30,否,苏宁,2025-10-12,否,0
RV-102647,OPPO,投影仪,1,182,是,拼多多,2026-07-05,否,7
RV-102648,三星,智能穿戴,4,82,是,官网,2025-11-04,否,1
RV-102649,OPPO,投影仪,2,159,是,天猫,2025-08-14,是,7
RV-102650,小米,智能家居,1,226,是,官网,2026-04-24,是,6
RV-102651,联想,笔记本电脑,4,113,是,拼多多,2026-04-02,否,3
RV-102652,格力,平板电脑,3,133,否,拼多多,2026-07-08,否,4
RV-102653,华硕,电视,5,16,是,拼多多,2026-03-15,否,1
RV-102654,小米,智能手机,4,91,是,京东,2025-08-20,否,3
RV-102655,美的,投影仪,5,10,是,抖音,2025-10-06,否,1
RV-102656,联想,笔记本电脑,5,139,是,京东,2025-10-21,否,6
RV-102657,联想,投影仪,4,101,是,拼多多,2025-11-19,否,2
RV-102658,索尼,电视,4,93,是,京东,2025-11-08,否,3
RV-102659,华为,智能穿戴,5,42,是,拼多多,2026-01-30,否,0
RV-102660,美的,智能穿戴,5,54,是,抖音,2026-05-28,是,2
RV-102661,华为,耳机,4,12,是,抖音,2026-03-08,否,0
RV-102662,联想,电视,4,77,是,苏宁,2026-04-22,否,0
RV-102663,联想,平板电脑,4,10,是,官网,2026-02-14,否,3
RV-102664,戴尔,耳机,2,110,否,苏宁,2025-09-02,否,1
RV-102665,索尼,智能穿戴,2,156,否,苏宁,2025-11-29,否,0
RV-102666,华为,智能家居,1,248,是,官网,2025-07-19,是,8
RV-102667,美的,智能穿戴,2,129,是,京东,2026-05-18,是,7
RV-102668,联想,智能穿戴,4,91,是,抖音,2026-05-12,否,0
RV-102669,海尔,电视,5,14,否,天猫,2025-07-29,否,0
RV-102670,苹果,智能手机,5,106,是,拼多多,2025-07-09,否,4
RV-102671,索尼,智能家居,3,112,否,天猫,2025-08-15,是,5
RV-102672,小米,智能家居,3,138,是,拼多多,2025-09-16,否,6
RV-102673,戴尔,智能家居,3,51,否,天猫,2026-04-07,是,3
RV-102674,联想,电视,2,171,是,天猫,2026-06-30,否,7
RV-102675,联想,智能家居,3,147,否,京东,2025-12-15,是,7
RV-102676,联想,智能手机,5,44,是,官网,2026-05-03,否,0
RV-102677,惠普,笔记本电脑,4,82,是,天猫,2026-07-03,否,0
RV-102678,OPPO,智能手机,4,75,否,天猫,2026-01-03,是,1
RV-102679,华为,智能穿戴,5,10,是,抖音,2025-12-31,否,3
RV-102680,华硕,投影仪,5,69,是,官网,2025-08-23,否,0
RV-102681,惠普,电视,5,96,否,拼多多,2025-10-29,否,0
RV-102682,海尔,投影仪,5,64,是,抖音,2025-09-26,否,2
RV-102683,索尼,智能穿戴,2,135,是,官网,2026-05-08,是,8
RV-102684,惠普,电视,5,122,是,天猫,2025-12-13,否,5
RV-102685,松下,平板电脑,4,16,是,京东,2025-10-28,是,7
RV-102686,联想,电视,5,91,是,抖音,2026-01-31,否,1
RV-102687,戴尔,智能手机,4,111,是,京东,2025-12-13,否,4
RV-102688,苹果,耳机,5,37,否,官网,2026-03-29,否,0
RV-102689,华为,笔记本电脑,4,94,是,苏宁,2025-12-04,否,0
RV-102690,飞利浦,笔记本电脑,5,10,是,拼多多,2026-02-28,否,1
RV-102691,小米,耳机,5,28,是,官网,2026-06-10,否,2
RV-102692,戴尔,智能穿戴,3,139,是,京东,2025-11-15,是,5
RV-102693,OPPO,笔记本电脑,3,38,否,苏宁,2025-10-09,否,0
RV-102694,戴尔,智能穿戴,3,59,是,拼多多,2026-03-31,否,1
RV-102695,格力,智能家居,5,141,是,官网,2025-12-29,否,4
RV-102696,华硕,智能手机,3,76,否,抖音,2026-05-24,否,0
RV-102697,索尼,耳机,2,48,否,京东,2026-04-16,是,1
RV-102698,OPPO,投影仪,4,111,是,官网,2026-03-22,否,7
RV-102699,苹果,耳机,4,10,否,天猫,2026-06-18,否,0
RV-102700,松下,平板电脑,5,147,是,抖音,2025-08-26,否,6
RV-102701,海尔,平板电脑,5,10,是,官网,2026-03-16,否,1
RV-102702,惠普,投影仪,4,106,是,苏宁,2026-06-05,否,2
RV-102703,OPPO,耳机,5,109,是,拼多多,2026-03-22,否,3
RV-102704,华硕,笔记本电脑,4,154,是,拼多多,2026-05-26,否,4
RV-102705,松下,智能穿戴,4,84,是,苏宁,2026-01-24,否,3
RV-102706,OPPO,笔记本电脑,5,144,否,天猫,2026-03-05,否,2
RV-102707,海尔,平板电脑,5,52,是,苏宁,2026-05-04,否,1
RV-102708,华硕,智能家居,4,124,是,官网,2026-02-06,是,6
RV-102709,华硕,智能手机,2,101,是,京东,2025-12-27,是,3
RV-102710,联想,投影仪,5,35,是,苏宁,2025-08-15,否,0
RV-102711,飞利浦,智能穿戴,3,94,是,官网,2025-07-28,否,0
RV-102712,松下,电视,4,33,否,抖音,2025-12-30,否,0
RV-102713,美的,智能手机,3,132,是,抖音,2026-04-02,是,4
RV-102714,海尔,投影仪,4,146,否,拼多多,2026-06-02,否,3
RV-102715,OPPO,智能家居,5,10,是,抖音,2026-05-16,否,1
RV-102716,美的,耳机,1,104,否,拼多多,2025-07-11,否,4
RV-102717,松下,笔记本电脑,5,56,否,抖音,2026-06-21,否,0
RV-102718,格力,投影仪,3,88,是,苏宁,2025-12-07,否,1
RV-102719,索尼,耳机,5,10,是,京东,2025-12-25,否,2
RV-102720,苹果,笔记本电脑,5,116,是,抖音,2026-01-21,否,0
RV-102721,索尼,投影仪,5,10,是,苏宁,2025-07-23,否,1
RV-102722,戴尔,平板电脑,5,10,是,天猫,2026-02-05,否,3
RV-102723,松下,平板电脑,5,28,是,抖音,2026-06-06,否,3
RV-102724,飞利浦,平板电脑,2,94,是,官网,2026-01-21,否,0
RV-102725,惠普,智能穿戴,5,10,是,官网,2026-03-28,否,0
RV-102726,格力,智能穿戴,4,79,是,京东,2025-12-20,否,2
RV-102727,飞利浦,投影仪,4,14,是,官网,2026-04-01,否,3
RV-102728,惠普,耳机,1,138,否,抖音,2026-06-13,否,0
RV-102729,华为,平板电脑,4,91,是,拼多多,2026-01-24,是,3
RV-102730,美的,投影仪,3,99,否,苏宁,2025-10-14,否,0
RV-102731,联想,投影仪,3,167,是,苏宁,2026-02-28,否,1
RV-102732,戴尔,智能穿戴,5,10,是,天猫,2025-10-10,否,3
RV-102733,索尼,智能手机,5,124,是,天猫,2026-04-21,否,2
RV-102734,美的,智能穿戴,2,92,是,天猫,2026-07-06,否,2
RV-102735,飞利浦,耳机,5,20,是,抖音,2026-06-30,否,3
RV-102736,飞利浦,耳机,3,103,否,天猫,2025-12-11,否,1
RV-102737,华为,智能穿戴,3,55,是,天猫,2026-06-07,否,3
RV-102738,华为,投影仪,3,133,是,拼多多,2026-03-22,否,2
RV-102739,海尔,智能手机,4,220,是,抖音,2025-11-02,是,11
RV-102740,美的,智能家居,5,27,是,抖音,2025-12-21,否,2
RV-102741,索尼,智能手机,5,41,否,苏宁,2026-01-08,否,0
RV-102742,飞利浦,智能家居,5,10,是,拼多多,2025-09-18,否,1
RV-102743,海尔,智能手机,2,113,否,天猫,2026-06-15,否,4
RV-102744,海尔,电视,5,111,是,拼多多,2026-05-23,否,1
RV-102745,美的,平板电脑,5,130,是,拼多多,2026-04-02,否,3
RV-102746,苹果,智能手机,5,10,是,拼多多,2025-11-15,否,3
RV-102747,OPPO,投影仪,1,180,是,官网,2026-02-22,否,7
RV-102748,惠普,平板电脑,5,97,是,抖音,2025-07-17,否,3
RV-102749,飞利浦,智能穿戴,5,99,是,苏宁,2026-04-13,否,1
RV-102750,华为,投影仪,3,99,是,抖音,2026-02-09,否,3
RV-102751,三星,笔记本电脑,3,164,是,抖音,2026-04-06,否,6
RV-102752,三星,笔记本电脑,5,116,否,抖音,2025-10-05,否,3
RV-102753,苹果,智能穿戴,3,57,否,抖音,2026-01-15,否,0
RV-102754,索尼,电视,4,54,是,天猫,2026-04-26,是,4
RV-102755,海尔,智能家居,5,63,是,天猫,2026-04-22,否,0
RV-102756,三星,智能家居,4,112,是,抖音,2025-07-08,是,7
RV-102757,海尔,智能家居,5,10,否,苏宁,2025-11-12,否,0
RV-102758,OPPO,投影仪,3,71,是,抖音,2025-09-08,否,1
RV-102759,小米,智能手机,3,130,否,抖音,2026-01-09,否,0
RV-102760,小米,投影仪,4,10,是,苏宁,2026-04-14,否,3
RV-102761,松下,耳机,4,188,是,京东,2026-04-20,否,1
RV-102762,海尔,智能家居,5,36,是,拼多多,2025-08-19,否,0
RV-102763,格力,笔记本电脑,4,51,否,抖音,2025-08-11,是,4
RV-102764,惠普,电视,3,119,否,苏宁,2026-07-05,是,3
RV-102765,戴尔,智能手机,2,48,是,天猫,2025-11-04,否,1
RV-102766,OPPO,平板电脑,5,37,是,拼多多,2025-08-04,否,3
RV-102767,OPPO,智能家居,2,217,是,苏宁,2026-01-22,否,6
RV-102768,惠普,电视,2,172,否,苏宁,2025-07-20,否,2
RV-102769,华为,智能家居,4,79,否,天猫,2025-08-06,否,0
RV-102770,小米,投影仪,5,55,是,天猫,2026-01-06,否,0
RV-102771,海尔,笔记本电脑,4,26,是,拼多多,2025-10-17,否,1
RV-102772,格力,智能穿戴,5,27,是,京东,2026-01-30,否,0
RV-102773,索尼,智能家居,1,164,否,官网,2026-03-14,否,1
RV-102774,飞利浦,投影仪,2,98,是,抖音,2025-10-08,否,3
RV-102775,小米,智能手机,4,95,是,京东,2025-10-06,否,3
RV-102776,松下,平板电脑,5,17,否,拼多多,2025-10-19,否,0
RV-102777,索尼,电视,1,136,否,拼多多,2025-12-02,是,4
RV-102778,松下,智能手机,5,35,是,官网,2025-10-22,否,3
RV-102779,三星,笔记本电脑,5,81,否,天猫,2025-07-12,否,0
RV-102780,OPPO,平板电脑,4,163,是,抖音,2026-04-30,否,1
RV-102781,松下,笔记本电脑,5,29,是,天猫,2025-08-14,否,2
RV-102782,松下,耳机,5,98,是,官网,2025-08-22,否,2
RV-102783,索尼,耳机,4,77,否,拼多多,2026-03-24,是,3
RV-102784,索尼,电视,3,103,否,拼多多,2025-09-18,否,5
RV-102785,惠普,智能穿戴,4,34,否,京东,2025-08-30,否,0
RV-102786,戴尔,笔记本电脑,4,96,是,抖音,2025-12-13,否,0
RV-102787,惠普,笔记本电脑,4,67,否,天猫,2026-05-19,否,0
RV-102788,飞利浦,智能穿戴,3,170,否,天猫,2025-09-24,否,2
RV-102789,格力,智能家居,3,59,是,官网,2025-09-09,否,1
RV-102790,松下,平板电脑,4,81,是,苏宁,2026-04-22,否,0
RV-102791,松下,投影仪,1,203,否,苏宁,2025-09-12,否,5
RV-102792,格力,平板电脑,5,25,否,苏宁,2025-12-27,否,0
RV-102793,戴尔,电视,1,177,是,拼多多,2026-03-07,否,8
RV-102794,苹果,智能手机,5,10,否,抖音,2026-02-21,否,0
RV-102795,OPPO,智能手机,5,10,否,抖音,2025-12-04,否,0
RV-102796,三星,电视,4,25,是,官网,2026-04-23,是,2
RV-102797,索尼,智能穿戴,3,118,是,天猫,2026-03-22,否,5
RV-102798,飞利浦,投影仪,5,10,是,京东,2025-12-28,否,1
RV-102799,小米,电视,5,129,是,苏宁,2025-08-13,否,2
RV-102800,美的,投影仪,5,10,是,拼多多,2026-05-22,否,2
RV-102801,OPPO,智能手机,5,54,否,拼多多,2025-10-01,否,0
RV-102802,华为,平板电脑,3,104,是,苏宁,2025-09-30,是,6
RV-102803,华硕,平板电脑,5,16,否,拼多多,2026-07-08,否,0
RV-102804,华硕,耳机,1,156,是,官网,2025-12-29,否,5
RV-102805,华硕,智能穿戴,4,159,是,抖音,2025-07-17,否,2
RV-102806,华硕,智能家居,4,84,是,拼多多,2026-01-25,是,4
RV-102807,三星,智能家居,4,75,是,抖音,2025-07-16,是,1
RV-102808,飞利浦,投影仪,4,10,是,天猫,2026-01-30,否,0
RV-102809,OPPO,笔记本电脑,5,21,否,苏宁,2025-11-29,否,0
RV-102810,惠普,电视,5,10,是,京东,2026-05-20,否,3
RV-102811,OPPO,电视,4,85,是,京东,2025-11-18,否,2
RV-102812,戴尔,智能手机,5,86,是,拼多多,2025-12-30,否,0
RV-102813,苹果,耳机,5,157,是,苏宁,2025-10-24,否,1
RV-102814,松下,投影仪,1,144,否,拼多多,2026-04-13,否,1
RV-102815,格力,笔记本电脑,5,10,是,京东,2026-06-20,是,6
RV-102816,联想,笔记本电脑,5,191,是,天猫,2026-03-03,否,6
RV-102817,松下,平板电脑,5,67,否,拼多多,2026-06-22,否,0
RV-102818,三星,平板电脑,5,57,是,京东,2026-05-31,否,0
RV-102819,飞利浦,耳机,5,59,是,天猫,2026-04-01,否,0
RV-102820,海尔,平板电脑,5,75,是,拼多多,2025-09-05,否,1
RV-102821,联想,电视,4,103,是,拼多多,2026-02-06,否,4
RV-102822,OPPO,智能家居,4,27,是,官网,2026-04-10,否,2
RV-102823,华为,投影仪,5,46,是,天猫,2025-08-22,否,3
RV-102824,索尼,投影仪,5,10,是,天猫,2025-07-21,否,2
RV-102825,戴尔,电视,5,98,是,苏宁,2025-11-01,否,2
RV-102826,苹果,投影仪,3,72,否,京东,2026-02-05,否,0
RV-102827,索尼,智能家居,3,74,是,拼多多,2026-04-18,否,2
RV-102828,美的,智能家居,3,47,否,天猫,2025-08-01,否,0
RV-102829,联想,耳机,4,129,是,抖音,2025-08-18,否,4
RV-102830,惠普,投影仪,3,181,是,天猫,2025-09-08,否,6
RV-102831,索尼,笔记本电脑,5,10,是,官网,2026-03-30,否,3
RV-102832,海尔,耳机,5,12,是,官网,2026-03-04,否,3
RV-102833,OPPO,智能手机,4,103,是,苏宁,2025-09-22,否,3
RV-102834,OPPO,耳机,4,84,否,拼多多,2026-05-20,否,0
RV-102835,松下,耳机,4,60,是,京东,2026-05-24,是,4
RV-102836,三星,智能手机,4,151,是,抖音,2025-10-07,是,2
RV-102837,戴尔,智能家居,1,197,否,抖音,2026-02-18,是,4
RV-102838,三星,笔记本电脑,5,64,是,苏宁,2025-11-24,否,2
RV-102839,苹果,投影仪,4,14,否,天猫,2025-08-18,否,0
RV-102840,戴尔,智能穿戴,5,58,是,抖音,2025-09-12,否,1
RV-102841,海尔,智能穿戴,5,72,是,京东,2025-08-01,否,0
RV-102842,苹果,电视,3,42,是,京东,2025-07-29,否,3
RV-102843,戴尔,耳机,5,67,是,京东,2025-12-21,否,0
RV-102844,苹果,投影仪,3,116,是,京东,2026-06-21,是,10
RV-102845,三星,耳机,5,12,否,苏宁,2025-08-02,否,0
RV-102846,松下,智能家居,4,57,是,抖音,2025-09-23,否,0
RV-102847,飞利浦,智能穿戴,5,45,是,天猫,2025-09-04,是,6
RV-102848,华为,笔记本电脑,1,59,否,官网,2025-08-07,是,4
RV-102849,OPPO,笔记本电脑,3,189,是,抖音,2026-04-22,否,1
RV-102850,惠普,电视,2,127,否,抖音,2025-08-25,否,0
RV-102851,华为,耳机,5,46,是,抖音,2026-02-26,否,1
RV-102852,美的,投影仪,5,90,是,京东,2025-12-03,否,0
RV-102853,格力,智能家居,4,96,是,抖音,2026-03-25,否,0
RV-102854,戴尔,智能手机,5,43,是,天猫,2026-03-26,是,3
RV-102855,飞利浦,笔记本电脑,4,59,是,拼多多,2026-04-30,否,0
RV-102856,美的,智能家居,4,10,是,京东,2026-02-10,否,0
RV-102857,小米,平板电脑,3,98,是,苏宁,2026-04-30,否,2
RV-102858,美的,笔记本电脑,3,50,否,苏宁,2025-10-30,否,0
RV-102859,索尼,电视,5,58,是,官网,2026-06-19,否,0
RV-102860,华硕,智能穿戴,4,127,是,官网,2026-03-03,否,3
RV-102861,苹果,笔记本电脑,5,95,否,拼多多,2026-05-27,是,1
RV-102862,三星,投影仪,5,23,是,拼多多,2025-10-01,否,3
RV-102863,松下,投影仪,5,10,否,苏宁,2025-08-07,否,0
RV-102864,格力,智能穿戴,2,123,是,抖音,2025-09-13,否,3
RV-102865,OPPO,智能穿戴,4,158,否,拼多多,2025-09-02,否,3
RV-102866,惠普,耳机,1,247,是,官网,2026-01-11,是,8
RV-102867,美的,电视,5,45,是,苏宁,2026-04-05,否,1
RV-102868,海尔,笔记本电脑,4,50,是,京东,2025-12-25,是,2
RV-102869,华硕,智能手机,4,38,是,天猫,2026-05-13,否,2
RV-102870,华为,电视,4,86,否,抖音,2025-07-15,否,0
RV-102871,华硕,笔记本电脑,2,153,是,抖音,2025-10-04,否,6
RV-102872,华为,智能穿戴,1,188,否,天猫,2026-04-13,是,6
RV-102873,惠普,笔记本电脑,5,70,否,天猫,2026-04-28,否,0
RV-102874,苹果,平板电脑,5,10,是,天猫,2025-10-12,否,1
RV-102875,联想,智能穿戴,5,37,是,京东,2025-09-02,是,5
RV-102876,三星,投影仪,2,141,是,天猫,2025-11-24,是,5
RV-102877,苹果,平板电脑,2,214,是,官网,2025-08-15,否,2
RV-102878,美的,投影仪,1,173,否,京东,2025-10-05,是,1
RV-102879,松下,笔记本电脑,5,10,是,拼多多,2026-03-06,否,2
RV-102880,小米,投影仪,2,141,是,苏宁,2026-02-11,否,7
RV-102881,惠普,电视,3,87,是,京东,2025-09-30,否,1
RV-102882,苹果,笔记本电脑,4,88,是,抖音,2025-10-27,否,2
RV-102883,海尔,智能手机,4,128,是,天猫,2026-05-20,否,1
RV-102884,松下,智能家居,5,37,否,拼多多,2026-07-01,否,0
RV-102885,松下,投影仪,4,13,否,抖音,2025-12-30,否,0
RV-102886,OPPO,智能穿戴,4,121,是,苏宁,2025-09-03,否,3
RV-102887,OPPO,智能手机,4,177,是,苏宁,2026-07-01,否,7
RV-102888,小米,智能手机,5,11,是,京东,2026-06-16,否,3
RV-102889,戴尔,投影仪,5,61,是,抖音,2025-08-03,否,3
RV-102890,小米,智能穿戴,4,81,是,官网,2025-11-05,是,3
RV-102891,戴尔,平板电脑,4,89,否,苏宁,2026-02-04,否,0
RV-102892,飞利浦,智能家居,2,163,是,官网,2026-03-07,否,6
RV-102893,苹果,智能穿戴,5,10,是,苏宁,2026-05-29,是,2
RV-102894,格力,平板电脑,5,97,是,抖音,2026-01-22,否,0
RV-102895,联想,投影仪,4,62,否,苏宁,2026-06-24,否,0
RV-102896,苹果,智能家居,4,108,是,官网,2026-03-17,否,2
RV-102897,苹果,投影仪,4,127,是,官网,2026-01-25,否,1
RV-102898,惠普,平板电脑,4,103,是,官网,2026-04-05,否,6
RV-102899,OPPO,笔记本电脑,4,65,是,天猫,2025-09-04,否,1
RV-102900,松下,平板电脑,5,78,是,官网,2026-01-06,否,0
RV-102901,三星,平板电脑,2,126,是,拼多多,2026-05-05,是,4
RV-102902,飞利浦,智能手机,1,178,是,天猫,2026-04-05,是,6
RV-102903,华为,电视,5,62,是,天猫,2025-08-13,否,1
RV-102904,三星,投影仪,4,77,是,官网,2026-04-05,否,0
RV-102905,OPPO,投影仪,4,78,是,官网,2025-12-28,否,2
RV-102906,格力,智能穿戴,3,68,是,抖音,2025-11-20,否,0
RV-102907,OPPO,平板电脑,5,103,是,官网,2026-04-30,否,6
RV-102908,三星,笔记本电脑,1,223,否,拼多多,2026-02-13,否,0
RV-102909,戴尔,智能穿戴,4,48,是,抖音,2026-05-09,否,0
RV-102910,索尼,投影仪,5,115,是,官网,2025-12-05,否,6
RV-102911,戴尔,投影仪,5,14,是,天猫,2026-06-04,否,3
RV-102912,华为,平板电脑,4,63,否,京东,2025-08-03,否,0
RV-102913,飞利浦,智能手机,5,52,是,官网,2025-11-06,否,3
RV-102914,惠普,智能家居,5,10,是,天猫,2026-04-22,否,1
RV-102915,海尔,智能家居,5,69,是,官网,2025-12-27,否,1
RV-102916,惠普,智能穿戴,4,59,是,拼多多,2025-09-01,否,1
RV-102917,三星,智能手机,5,50,否,天猫,2026-01-17,否,0
RV-102918,OPPO,平板电脑,2,173,否,苏宁,2025-12-26,是,8
RV-102919,OPPO,耳机,5,91,是,苏宁,2026-05-17,否,2
RV-102920,海尔,耳机,3,240,是,京东,2026-06-17,否,2
RV-102921,小米,智能穿戴,4,143,是,苏宁,2025-07-15,否,3
RV-102922,戴尔,智能穿戴,5,69,是,苏宁,2026-04-26,否,0
RV-102923,苹果,智能穿戴,5,152,是,官网,2026-01-02,否,4
RV-102924,戴尔,投影仪,2,88,是,苏宁,2025-09-10,否,2
RV-102925,苹果,平板电脑,5,82,否,京东,2026-01-01,否,0
RV-102926,华为,智能穿戴,4,57,是,抖音,2025-12-24,是,5
RV-102927,美的,投影仪,2,153,是,苏宁,2025-11-21,否,4
RV-102928,格力,智能家居,5,29,否,天猫,2025-09-12,否,0
RV-102929,索尼,智能穿戴,2,74,是,官网,2025-11-27,否,2
RV-102930,联想,智能手机,5,10,是,拼多多,2026-02-12,否,0
RV-102931,华硕,智能家居,2,142,是,京东,2025-11-16,是,6
RV-102932,三星,耳机,4,10,是,苏宁,2026-04-01,是,2
RV-102933,海尔,平板电脑,4,102,否,京东,2026-01-27,否,2
RV-102934,格力,电视,4,39,否,官网,2026-03-18,否,0
RV-102935,苹果,电视,5,81,是,京东,2026-06-25,否,1
RV-102936,美的,智能穿戴,4,77,是,天猫,2026-03-26,否,1
RV-102937,戴尔,智能家居,4,209,是,抖音,2025-07-20,否,5
RV-102938,OPPO,电视,4,81,否,官网,2025-08-15,是,2
RV-102939,索尼,智能穿戴,2,146,否,拼多多,2025-09-24,否,0
RV-102940,美的,电视,5,68,是,天猫,2025-09-23,是,2
RV-102941,联想,智能手机,3,89,否,京东,2026-05-30,否,0
RV-102942,美的,投影仪,5,114,是,京东,2025-10-05,否,5
RV-102943,三星,智能手机,5,10,是,京东,2026-03-07,是,2
RV-102944,联想,电视,5,60,是,官网,2025-10-18,是,2
RV-102945,三星,智能家居,5,93,是,抖音,2026-06-17,否,1
RV-102946,海尔,智能手机,5,10,是,抖音,2025-11-20,否,3
RV-102947,索尼,智能手机,5,86,否,京东,2025-08-06,是,3
RV-102948,戴尔,耳机,4,10,是,京东,2025-12-04,是,7
RV-102949,小米,智能家居,3,195,是,天猫,2025-08-03,否,6
RV-102950,苹果,电视,5,79,否,天猫,2025-10-07,否,0
RV-102951,联想,耳机,5,16,是,苏宁,2026-01-22,是,5
RV-102952,格力,平板电脑,4,145,是,天猫,2026-02-14,否,5
RV-102953,戴尔,电视,4,74,是,抖音,2026-01-18,否,3
RV-102954,华为,笔记本电脑,4,23,是,天猫,2026-07-06,否,1
RV-102955,华为,平板电脑,3,138,是,苏宁,2025-12-24,是,7
RV-102956,OPPO,耳机,5,48,是,抖音,2026-05-05,否,2
RV-102957,联想,智能穿戴,4,62,否,天猫,2025-11-11,是,4
RV-102958,美的,智能手机,4,152,是,抖音,2026-03-16,否,8
RV-102959,松下,平板电脑,1,106,否,京东,2026-05-10,否,5
RV-102960,美的,智能穿戴,5,10,是,抖音,2026-07-08,否,1
RV-102961,华为,智能手机,4,10,是,天猫,2026-04-27,是,3
RV-102962,索尼,智能穿戴,4,37,否,官网,2025-07-19,否,0
RV-102963,华硕,智能家居,5,109,是,官网,2026-05-08,否,8
RV-102964,OPPO,智能家居,5,20,是,拼多多,2025-12-12,否,3
RV-102965,华为,电视,4,120,是,抖音,2026-06-30,否,2
